0 | 旁白 | （金鑾殿[1]。太監甩鞭三響，文武百官魚貫行至殿前。皇帝拾級而上走向龍椅） | 公元一七二二年，清康熙皇帝駕崩，川陝總督年羹堯和步軍統領隆科多在皇位繼承人大戰中為四阿哥胤禛登基立下汗馬功勞，被雍正視作社稷重臣一時權傾朝野，成為新政權的核心人物。
958 | 太后 | （壽康宮，眉嬛入） | 如此說來，甘露寺一事只是你與皇上偶遇，並非故意設計又重博聖寵嗎？
958 | 甄嬛 | （壽康宮，眉嬛入） | 臣妾不敢欺瞞太后，皇上與臣妾並非偶遇，因為當時臣妾未出月而離宮，身子一直不好，所以遷居凌雲峰長住，皇上來甘露寺時不見臣妾，以為臣妾還病著，故而到了凌雲峰探望。
958 | 太后 | （壽康宮，眉嬛入） | 果真如此，倒是哀家錯怪你了。
958 | 甄嬛 | （壽康宮，眉嬛入） | 是臣妾未及時向太后真明情由，臣妾有罪。
958 | 太后 | （壽康宮，眉嬛入） | 當日你執意離宮修行，連剛生的女兒都可以撇下，如今怎麼又肯跟皇帝重修舊好，還有了孩子？
958 | 眉莊 | （壽康宮，眉嬛入） | 太后——
958 | 太后 | （壽康宮，眉嬛入） | 哀家跟她說話，你插什麼嘴？
958 | 甄嬛 | （壽康宮，眉嬛入） | 皇上是一國之君，不是臣妾一人之君，朝堂之事臣妾雖為父親傷心，卻也只會恨誣陷之人，不敢怨恨皇上，臣妾當日執意離宮，是以為皇上對臣妾毫無情分，因而萬念俱灰，可皇上來看臣妾，臣妾就知道皇上並非無情，今日僥倖回宮，臣妾只想安心侍奉皇上，彌補過錯。
958 | 太后 | （壽康宮，眉嬛入） | 你起來吧。
958 | 甄嬛 | （壽康宮，眉嬛入） | 謝太后。
958 | 太后 | （壽康宮，眉嬛入） | 一向總說你體貼，你怎麼看著熹妃這樣跪著，也不提醒哀家叫她起來？哀家是病糊塗了，你也病糊塗了嗎？
958 | 眉莊 | （壽康宮，眉嬛入） | 太后，熹妃跪著，就是她肚子裡太后的孫兒跪著，一家子都向太后請安行禮，難道臣妾還要去攔嗎？
958 | 太后 | （壽康宮，眉嬛入） | 數你嘴甜。賜座吧。不要怪哀家苛責，皇帝是哀家親生的，哀家也怕再招進一個狐媚的，如今你已在妃位，這樣穿著太簡樸了些。
958 | 甄嬛 | （壽康宮，眉嬛入） | 臣妾修行已久，不喜太過奢華。
958 | 太后 | （壽康宮，眉嬛入） | 你能這樣懂事，也不枉哀家這些年疼你。
958 | 甄嬛 | （壽康宮，眉嬛入） | 臣妾在甘露寺時，幸虧有太后百般照拂，臣妾沒齒難忘。
958 | 太后 | （壽康宮，眉嬛入） | 既已回宮，以後就當沒有甘露寺這回事，這話哀家會盼咐旁人，你自己也要記得。有甘露寺這三個字在，你以後的日子也不會好過。有四個月了吧？
958 | 甄嬛 | （壽康宮，眉嬛入） | 是。
958 | 太后 | （壽康宮，眉嬛入） | 皇帝年紀漸長，但是身邊的人卻不如以往清淨，現在你既然回來了，凡事都要規勸著皇上，想必他也能聽進去幾句。
958 | 甄嬛 | （壽康宮，眉嬛入） | 臣妾謹遵太后教誨，必不忘妾妃之德。
958 | 太后 | （壽康宮，眉嬛入） | 你聰明機慧，哀家的話自然一點就透。既然說到妾妃之德，你一定要尊重皇后。
958 | 甄嬛 | （壽康宮，眉嬛入） | 皇后待臣妾很好，臣妾感激不已。
958 | 太后 | （壽康宮，眉嬛入） | 那就好。你與熹妃情同姐妹，如今熹妃已經有了第二個孩子，你還不加緊些嗎？哀家一向看重你，可你卻不肯把心思放在皇帝身上，皇帝身邊連個規勸的人都沒有，哀家怎麼能放心呢？
958 | 眉莊 | （壽康宮，眉嬛入） | 是，臣妾知道了。
958 | 太后 | （壽康宮，眉嬛入） | 光知道沒用，要做到才行，你們兩個如果能在皇帝身邊好好輔佐，哀家也就安心了。
959 | 甄嬛 | （街） | 朧月這孩子竟這樣疏遠我，真是傷心。
959 | 眉莊 | （街） | 你不必怪敬妃，也不用怪朧月，怪只怪皇上不讓朧月知道有你這個生母。兩年前有個宮女說漏了嘴，說朧月的生母在甘露寺，皇上一怒竟叫打死了。
959 | 甄嬛 | （街） | 朧月竟這樣捨不得敬妃，可見這些年敬妃真真是待朧月好，方才見她們母女情分這樣深，即便我強要了朧月回來，朧月與我也只會更生分，怕也傷了我與敬妃多年的情分。
959 | 眉莊 | （街） | 你明白就好，孩子還小嘛，你對她好，她自然也會對你好，更何況她總是你親生的。
959 | 小允子 | （轎伕一個不穩，甄嬛的轎輦險些墜地） | 落轎！
959 | 眉莊 | （轎伕一個不穩，甄嬛的轎輦險些墜地） | 快快快，落轎。
959 | 轎伕 | （轎伕一個不穩，甄嬛的轎輦險些墜地） | 奴才有罪，奴才有罪。
959 | 眉莊 | （轎伕一個不穩，甄嬛的轎輦險些墜地） | 嬛兒，還好吧？
959 | 浣碧 | （轎伕一個不穩，甄嬛的轎輦險些墜地） | 一群糊塗的東西！娘娘坐在轎子上面，做事也這麼不當心嗎？當心我告訴內務府，砍了你們的狗頭！
959 | 轎伕 | （轎伕一個不穩，甄嬛的轎輦險些墜地） | 娘娘恕罪，娘娘恕罪。
959 | 眉莊 | （轎伕一個不穩，甄嬛的轎輦險些墜地） | 好好的怎麼會摔了一跤，都不會走路嗎？
959 | 轎伕 | （轎伕一個不穩，甄嬛的轎輦險些墜地） | 這石子路本來是很好的，今天不知道怎麼冒出幾塊鵝卵石，這奴才才滑了腳啊。
959 | 小允子 | （呈上鵝卵石） （轎伕一個不穩，甄嬛的轎輦險些墜地） | 娘娘。
959 | 浣碧 | （轎伕一個不穩，甄嬛的轎輦險些墜地） | 你打量著蒙我是嗎？這是回永壽宮最近的路嗎？為什麼偏走這條路？！
959 | 轎伕 | （轎伕一個不穩，甄嬛的轎輦險些墜地） | 奴才們怎麼敢蒙姑娘啊，這雖然不是最近的路，這可是夏天最涼爽的路啊。幸好娘娘沒事，要是有點什麼閃失，那奴才們就算有一百個頭也不夠砍哪。
959 | 甄嬛 | （轎伕一個不穩，甄嬛的轎輦險些墜地） | 這是什麼地方？
959 | 眉莊 | （轎伕一個不穩，甄嬛的轎輦險些墜地） | 再往前走就是祺嬪的儲秀宮了。一般來說，若無特別的盼咐，都是怎麼來的就按原路回去，今兒天熱，他們走了這條路也是必然之理。看來是有人存心了。
959 | 甄嬛 | （轎伕一個不穩，甄嬛的轎輦險些墜地） | 我才回宮第二天，便已經有人等不及了。
960 | 槿汐 | （永壽宮） | 娘娘回來了？方才皇上來過了，聽說娘娘去了太后那邊請安，說晚上再過來。
960 | 甄嬛 | （永壽宮） | 知道了。
960 | 眉莊 | （永壽宮） | 方才受了驚嚇，還是叫溫太醫來瞧一瞧吧，也好安心。
960 | 甄嬛 | （永壽宮） | 我沒事。
960 | 槿汐 | （永壽宮） | 這是出了什麼事了？二位娘娘臉色都這麼不好。
960 | 眉莊 | （永壽宮） | 有人耐不住性子了，在回宮的路上摻了鵝卵石，害得轎伕滑腳，差點摔了娛兒。那個轎輦那麼高，要是真的摔下來了，孩子一定會保不住的。
960 | 槿汐 | （永壽宮） | 沒事吧？
960 | 甄嬛 | （永壽宮） | 沒事。
960 | 槿汐 | （永壽宮） | 這宮中的鋪路的石子可是一個一個精心挑過的，不可能摻進去鵝卵石啊？——一定是有人存心。
960 | 眉莊 | （永壽宮） | 說到是哪位做下的事，可不是景仁宮那位首當其衝嗎？除了她心思最重，還能有誰？
960 | 甄嬛 | （永壽宮） | 若說為了皇嗣，她自然最有這心思，可旁人也未必沒有。
960 | 槿汐 | （永壽宮） | 有了第一次，便會有第二次、第三次，只要娘娘的身孕還在，她們就不會善罷甘休的，不是咱們再三防範就可以防範得了的，娘娘，既然晚上皇上要過來，您務必要把此事告訴皇上才好啊。
960 | 甄嬛 | （永壽宮） | 小允子，你方才撿的鵝卵石呢？
960 | 小允子 | （永壽宮） | 在這兒。
960 | 甄嬛 | （永壽宮） | 你去花房找個靠得住的人，叫他仔細看看這鵝卵石上的青苔有什麼古怪。我看著不像是尋常的青苔。不管是誰，既做得出來，就別怪我容不下她。
961 | 蘇培盛 | （永壽宮，夜） | 皇上駕到！
961 | 槿汐 | （永壽宮，夜） | 皇上萬福金安。皇上，今日我們娘娘身子不爽，正在寢殿睡著。
961 | 皇帝 | （入） （永壽宮，夜） | 叫太醫瞧了沒有？怎麼不早些來告訴朕？怎麼不舒服？臉色這樣難看。
961 | 甄嬛 | （永壽宮，夜） | 皇上……皇上，就這樣抱著臣妾好不好？
961 | 皇帝 | （永壽宮，夜） | 浣碧，你是熹妃的陪嫁，你來說。你只管說，沒人敢責備你。
961 | 浣碧 | （永壽宮，夜） | 皇上，午後小主和惠嬪從太后處回來，差點就從轎輦上掉了下來，因此小主受了驚嚇。
961 | 皇帝 | （永壽宮，夜） | 好端端的怎麼會從轎輦上摔下來呢？
961 | 浣碧 | （永壽宮，夜） | 是擡轎子的太監們不小心，踩了鵝卵石滑倒了。
961 | 皇帝 | （永壽宮，夜） | 在哪裡滑倒？
961 | 浣碧 | （永壽宮，夜） | 在儲秀宮附近的六稜石子路那裡。
961 | 皇帝 | （永壽宮，夜） | 六稜石子最是防滑，怎麼會有鵝卵石？這事不是責罰擡轎輦的奴才就能了事的。你是懷疑有人要害你是嗎？
961 | 甄嬛 | （永壽宮，夜） | 怎麼會呢？臣妾不敢這麼想，臣妾只是覺得自己命數不好，雖然承蒙皇上垂愛，能夠再度侍奉在側，可只怕臣妾終究沒有這個福氣能保住這個孩子。
961 | 皇帝 | （永壽宮，夜） | 胡說，咱們的孩子是最有福氣的孩子，怎麼會保不住？今日的事，不是擡轎輦的奴才當差不小心，怕是有人看不過朕寵愛你才故意為之。蘇培盛，去把今日給熹妃擡轎輦的奴才痛打三十大板，打完再好好審審。敢動朕的人，朕絕不輕饒。
961 | 甄嬛 | （永壽宮，夜） | 蘇公公等一等。臣妾請求皇上不要張揚此事。
961 | 皇帝 | （永壽宮，夜） | 此事顯然是有人要故意為難你，若朕不罰，以後再發生這樣的事該如何？
961 | 甄嬛 | （永壽宮，夜） | 即便真有人要為難臣妾，也請皇上和臣妾一樣，相信是無心之失。臣妾不願再為一己之身，再使後宮不寧，使皇上煩心。
961 | 皇帝 | （永壽宮，夜） | 有過不罰，此事又事關龍裔，朕心裡總是不太舒坦。
961 | 甄嬛 | （永壽宮，夜） | 皇上就當為臣妾和腹中的孩子積福吧，也當給那個人一次回頭的機會，若再有下次一併罰過。還有，那些擡轎輦的太監也是無心的，也請皇上饒恕他們，好不好？
961 | 皇帝 | （永壽宮，夜） | 嬛嬛，你總是願意體諒。
962 | 剪秋 | （景仁宮） | 皇上今兒雖沒翻牌子，但現在都沒從永壽宮出來，娘娘先睡吧。
962 | 皇后 | （嘆息） （景仁宮） | 熹妃有身孕，不能侍寢，就算不能侍寢，皇上都要陪著她。
963 | 溫實初 | （碎玉軒，溫實初為眉莊把脈） | 脈象虛浮，虛火旺盛，娘娘這幾日肯定是飲食不調、睡不安穩，若不是微臣來，您還不打算讓採月去叫微臣嗎？
963 | 眉莊 | （碎玉軒，溫實初為眉莊把脈） | 嬛兒剛一回宮就差點出事，我心裡擔心，可是又沒有頭緒，所以才吃不下也睡不好。我的身子沒事，你看著開個方子也就是了。
963 | 溫實初 | （碎玉軒，溫實初為眉莊把脈） | 就算娘娘不當自己是千金貴體，那微臣也放心不下，娘娘素來胃寒，若再因為飲食不調而傷了脾胃，豈不是虧了身子嗎？
963 | 眉莊 | （碎玉軒，溫實初為眉莊把脈） | 幸好也只是我多思煩亂、不思飲食。
963 | 溫實初 | （碎玉軒，溫實初為眉莊把脈） | 怎麼說？
963 | 眉莊 | （碎玉軒，溫實初為眉莊把脈） | 若是嬛兒你必定擔心了。
963 | 溫實初 | （察覺自己失態） （眉莊暗喜） （碎玉軒，溫實初為眉莊把脈） | 都是血肉之軀，熹妃娘娘身子不適微臣自然擔心，難道你身子不適微臣就不擔心了嗎？娘娘的身子要緊，微臣還是回太醫院給娘娘開方子吧，微臣告辭了。
964 | 槿汐 | （永壽宮） | 小主請安累了，您先寬坐片刻，奴婢去倒茶。
964 | 小允子 | （永壽宮） | 已經問到了。
964 | 甄嬛 | （永壽宮） | 是什麼？
964 | 小允子 | （永壽宮） | 花匠說那鵝卵石上的青苔是蜀地特有的，叫做牛毛蘚，只有種著蜀中的矮子鬆時才有，而宮中喜歡種這種矮子鬆當盆景的，只有在儲秀宮和祺嬪住在一起的欣貴人。
964 | 甄嬛 | （永壽宮） | 欣貴人也可憐，伺候了皇上這麼多年，卻還只是個貴人。
964 | 浣碧 | （永壽宮） | 那個祺嬪恨不得烏眼雞似地生吞了咱們，說不定欣貴人也是幫凶呢，小主，你昨晚怎麼不趁熱打鐵求皇上做主啊？
964 | 甄嬛 | （永壽宮） | 我到底沒傷著，皇上去查出個人來也不會重罰，倒不如先按下不提，到時候一併發作才好。
964 | 斐雯 | （永壽宮） | 啟稟娘娘，儲秀宮的祺嬪和欣貴人到。
964 | 甄嬛 | （永壽宮） | 本宮在正殿見她們，傳。
964 | 文鴛 | （正殿） | 祺嬪瓜爾佳氏攜欣貴人拜見熹妃娘娘，熹妃娘娘金安。
964 | 甄嬛 | （正殿） | 賜座。多年不見，祺妹妹可滋潤不少啊。
964 | 文鴛 | （正殿） | 熹妃娘娘風采如舊，一點也瞧不出佛寺待過的樣子。
964 | 甄嬛 | （正殿） | 是嗎？當初與你同住碎玉軒時是何等和睦，想來也有三年了，當初你阿瑪與本宮父親交好，卻不曾想會在暗中誣告，可見人心之變比風采容貌的變化要快多了。
964 | 文鴛 | （正殿） | 熹妃娘娘這張嘴向來是宮裡數一數二的好，最能顛倒是非黑白，連娘娘想回宮皇上都可以把漢軍旗改為滿軍旗，還有什麼是不能的？
964 | 甄嬛 | （正殿） | 但總比不過人心從白變成黑這樣可怕。
964 | 欣貴人 | （正殿） | 嬪妾還以為祺嬪多敬重熹妃娘娘，把皇后親賞的紅玉珠都戴在身上盛裝拜見，沒想到這說話還是這麼地含酸拈醋。
964 | 甄嬛 | （正殿） | 多年不見欣貴人了。
964 | 欣貴人 | （正殿） | 熹妃娘娘金安。
964 | 甄嬛 | （正殿） | 咱們是舊相識，不必這樣客氣。
964 | 欣貴人 | （正殿） | 多謝娘娘記掛。
964 | 文鴛 | （正殿） | 果然是舊相識，一個就是主位娘娘，一個熬了那麼多年還只是個貴人。
964 | 甄嬛 | （正殿） | 好好的來給本宮請安，祺嬪，你是主位，怎麼倒和自己宮裡的人拌起嘴來了，豈不傷了體面？
964 | 欣貴人 | （正殿） | 娘娘真是明理之人，只可惜這永壽宮只賜給娘娘一人獨住，若是誰能做了娘娘宮裡的人，那真是幾輩子修來的福分。
964 | 文鴛 | （正殿） | 本宮當是什麼呢，原來是欣貴人待膩了儲秀宮，想做熹妃宮裡的人，那有什麼難的，本宮就替你回了皇上的話就是了，省得你眼饞心熱，做出這許多腔調來。
964 | 欣貴人 | （正殿） | 祺嬪這話未免也太瞧得起自己了，你去回皇上？你可知道這永壽宮是皇上親口下旨賜給熹妃娘娘一人獨住的？你有多大的本事多大的面子能讓皇上收回旨意呀？
964 | 文鴛 | （怒） （出） （正殿） | 嬪妾身子有些不適，就不打擾熹妃娘娘休息了，先告退。
964 | 欣貴人 | （正殿） | 娘娘你瞧，她當著你的面都敢這麼放肆不敬，可知道嬪妾背地裡受了她多少折磨。
964 | 甄嬛 | （正殿） | 一別數年，沒想到欣貴人的日子也不好過。
964 | 欣貴人 | （正殿） | 是啊，自從挪進了儲秀宮，祺嬪明裡暗裡給嬪妾使了太多的絆子，嬪妾雖然早入宮，但礙於她是主位，少不了忍氣吞聲到現在。
964 | 甄嬛 | （正殿） | 那貴人為何不請旨搬離儲秀宮呢？
964 | 欣貴人 | （正殿） | 祺嬪很受皇后的喜愛，有皇后攔著，嬪妾如何走得出儲秀宮啊？偶爾向皇上提起，還被訓斥說不安分。
964 | 甄嬛 | （正殿） | 貴人既然來了，又說了這麼些話，想必是深思熟慮的，有什麼話貴人不妨直說。
964 | 欣貴人 | （正殿） | 娘娘快人快語，嬪妾是不想再寄人籬下了。
964 | 甄嬛 | （正殿） | 貴人是想要本宮為你向皇上開口離開儲秀宮？
964 | 欣貴人 | （正殿） | 與其寄人籬下看人眼色，不如當個一宮主位來得痛快。
964 | 甄嬛 | （正殿） | 姐姐好志氣，只是這些年本宮吃齋唸佛久了，有時候多一事不如少一事。
964 | 欣貴人 | （正殿） | 嬪妾在宮中無依無靠，孃家又遠在千里之外，如今娘娘榮耀回宮，想必這風光背後也少不了辛酸，嬪妾願與娘娘一同分擔，略盡綿力。
964 | 甄嬛 | （正殿） | 貴人的心思本宮心領了，只是本宮但願與世無爭，有些事或許會力不從心。
964 | 欣貴人 | （正殿） | 以娘娘今時今日的地位，怎麼會力不從心？再說，娘娘已經回宮，再想與世無爭也不得不爭。當然，嬪妾這次來得突兀，娘娘心存疑慮，思量些時候那也是應該的。
964 | 甄嬛 | （正殿） | 貴人所說這些事，本宮自會思量。小允子，把本宮那盆矮子鬆拿過來。本宮聽聞貴人喜歡矮子鬆，今日就特意叫人給備下了，連裡面擱的鵝卵石都是精心挑過的，貴人看看可還喜歡？
964 | 欣貴人 | （正殿） | 是呢，你看這石頭上的牛毛蘚，顏色極正，到底是娘娘宮裡的東西，就是比別人的好，佩兒，快收著。
964 | 甄嬛 | （正殿） | 貴人喜歡就好，可是論名貴，怎麼能比得上祺嬪脖子上那串紅玉珠呢？
964 | 欣貴人 | （正殿） | 她那是巴結皇后巴結來的，皇后親賞的，她為顯恩寵，十日有八日都戴著。不過那東西真的是極好，獨有一股異香，味道雖然很淡，但好聞得很呢。
964 | 甄嬛 | （正殿） | 那可當真是好東西呀。
965 | 文鴛 | （怒氣衝衝） （儲秀宮） | 本宮就一直瞧著欣貴人不安分，果然一離了儲秀宮就撥弄是非，好像本宮委屈了她似的。
965 | 景泰 | （儲秀宮） | 娘娘是一宮之主，管教她是擡舉她，欣貴人既然如此不識擡舉，那娘娘只管拿出主子的身份來壓著她就是了，如今就敢這樣猖狂，指不定以後還會幹出什麼事情來呢。
965 | 文鴛 | （儲秀宮） | 自然。她以為仗著熹妃就得意了，熹妃要是沒有肚子裡那個東西，想爬進紫禁城，做夢去吧！
966 | 浣碧 | （永壽宮） | 方才欣貴人說的話，小主覺得可信嗎？
966 | 甄嬛 | （永壽宮） | 五分信，五分不信。我方才拿矮子鬆給她時，倒真是一點看不出來，若不是真無辜，便是宮裡待久了會做戲了。方才和佩兒說了嗎？
966 | 浣碧 | （永壽宮） | 說了，佩兒還惦記著娘娘呢，說抽空就過來給小主回話。
966 | 甄嬛 | （永壽宮） | 等我問問她再做定論。
966 | 浣碧 | （永壽宮） | 越想越生氣，我就是瞧不上祺嬪那輕狂的樣子，難道她忘了從前在小主面前百般討好的嘴臉了嗎？
966 | 甄嬛 | （永壽宮） | 你以為她傻？她知道與我積怨已深，此刻在我面前俯首稱臣，我未必能容得下她，皇后更容不下她，索性與我翻了臉，我反而立時三刻不能拿她怎麼辦了。反正祺嬪跟著皇后，是生不出孩子、掙不到出路的。
966 | 浣碧 | （永壽宮） | 小主何出此言？
966 | 甄嬛 | （永壽宮） | 你看到她脖子上那串紅瑪瑙串了嗎？
966 | 浣碧 | （永壽宮） | 任憑她有什麼好東西，難道咱們永壽宮就沒有嗎？
966 | 甄嬛 | （永壽宮） | 那是紅麝香珠，看著像紅瑪瑙，這東西只怕在宮裡也找不出幾串來，我方才聽欣貴人說那東西有香味，我便更肯定了。那麝香珠是取雄麝的麝香做的，用久了損傷肌理，便再也生不出孩子了。
966 | 浣碧 | （永壽宮） | 那她怎麼堂而皇之地把它掛在身上？也沒有人告訴她緣由嗎？
966 | 甄嬛 | （永壽宮） | 一來這東西難得，尋常人分辨不出，二來，你沒聽欣貴人說那是皇后娘娘賞的？即便太醫知道，也沒有人敢告訴祺嬪吧。你去小廚房看看給朧月做的菜做好了嗎？也不知她愛不愛吃。
966 | 浣碧 | （永壽宮） | 朧月公主自幼離開小主，難免會生疏些，不過過久了就一定會好的。
966 | 甄嬛 | （永壽宮） | 但願如此。
967 | 嬤嬤 | （鹹福宮） | 來，公主吃飯，乖啊，公主。
967 | 敬妃 | （鹹福宮） | 朧月。來，讓本宮來喂吧。來，朧月，吃飯飯。來一口，乖，多吃一點。
967 | 嬤嬤 | （鹹福宮） | 果然公主還是聽娘娘的話，看進得多香啊。
967 | 敬妃 | （鹹福宮） | 真乖，再吃一口。
967 | 浣碧 | （入） （鹹福宮） | 娘娘吉祥。
967 | 敬妃 | （鹹福宮） | 起來吧。
967 | 浣碧 | （鹹福宮） | 娘娘正好在吃飯呀，今天小廚房做了幾道菜，熹妃估摸著小公主喜歡吃，就叫奴婢帶了過來。
967 | 敬妃 | （鹹福宮） | 真是精緻啊，快擱這兒，朧月正好要吃飯呢。
967 | 浣碧 | （鹹福宮） | 那奴婢就先告辭了。
967 | 敬妃 | （浣碧退。敬妃盛起浣碧送的菜，轉念倒掉） （鹹福宮） | 好。來，我們多吃點菜菜好不好？真乖。
968 | 槿汐 | （永壽宮，夜） | 皇上待娘娘還是最有心思，特地把蓮花移種到這些大缸裡，省得娘娘懷著身孕還要走那麼遠去賞蓮了。
968 | 甄嬛 | （永壽宮，夜） | 蓮花有香氣，這盛暑天裡最容易招小蟲子了。
968 | 槿汐 | （永壽宮，夜） | 娘娘是不喜歡這些蓮花呢，還是安排蓮花的人哪？
968 | 甄嬛 | （永壽宮，夜） | 那年生辰，我見過圓明園滿湖的蓮花，後來人再怎麼做，也不過是東施效顰罷了。
968 | 小允子 | （永壽宮，夜） | 娘娘，佩兒來了。
968 | 甄嬛 | （永壽宮，夜） | 快請進來。
968 | 佩兒 | （永壽宮，夜） | 給娘娘請安。
968 | 甄嬛 | （永壽宮，夜） | 快起來。
968 | 佩兒 | （永壽宮，夜） | 謝娘娘。
968 | 甄嬛 | （永壽宮，夜） | 本宮瞧你跟著欣貴人，人都瘦了一圈，欣貴人待你不好嗎？
968 | 佩兒 | （永壽宮，夜） | 是奴婢無福，不能回來伺候娘娘。昨日聽欣貴人說是來給娘娘請安的，奴婢欣喜壞了，就忙跟著過來了。
968 | 甄嬛 | （永壽宮，夜） | 聽說菊青沒了，是怎麼回事？
968 | 佩兒 | （永壽宮，夜） | 娘娘出宮沒多久，安嬪就說菊青得了腸癆暴斃，連夜就把屍身拖出去給燒了。其實奴婢偷偷去看過，菊青的口鼻裡全是黑血，分明是被毒死的。
968 | 甄嬛 | （永壽宮，夜） | 菊青雖是服侍安嬪的人，可到底是從本宮這兒出去的，可憐人就這麼沒了。若是欣貴人待你不好，本宮自然會為你做主。
968 | 佩兒 | （永壽宮，夜） | 謝娘娘。自娘娘走後，奴婢便被分到了欣貴人那裡，後來又跟著欣貴人搬去了儲秀宮，可是儲秀宮的主位是祺嬪，她恨奴婢服侍過娘娘，動不動就對奴婢打罵不休。
968 | 甄嬛 | （發現佩兒臂傷） （永壽宮，夜） | 去取藥酒來。本宮當年一走，雖然也為你們安排了，可到底也是力所不能及，終究還是連累了你們。
968 | 佩兒 | （甄嬛為佩兒擦藥） （永壽宮，夜） | 能服侍娘娘一場已經是奴婢的福氣了，在其他小主眼裡我們這些人就是命不值錢的奴才。奴婢身份低微，怎能讓娘娘為奴婢做這些事情？
968 | 甄嬛 | （永壽宮，夜） | 來，忍著點啊。可你到底是欣貴人的人，她也不為你說句話嗎？
968 | 佩兒 | （永壽宮，夜） | 欣貴人見祺嬪打罵奴婢，覺得自己臉面過不去，也會分辯幾句，可是下次祺嬪就下手更重。
968 | 槿汐 | （永壽宮，夜） | 主位是可以自行責罰自己宮中的任何宮人的，就算佩兒是欣貴人的人，也不能維護啊。
968 | 甄嬛 | （永壽宮，夜） | 這欣貴人與祺嬪當真不睦已久了嗎？
968 | 佩兒 | （永壽宮，夜） | 當真。
968 | 甄嬛 | （永壽宮，夜） | 你的心意本宮都知道，其實你在欣貴人那兒過得不好，本宮倒是可以想法子把你要出來，只是祺嬪與本宮的恩怨你是知道的，你可願意為了本宮留意她們倆的動靜，暫時留在儲秀宮裡嗎？
968 | 佩兒 | （永壽宮，夜） | 奴婢願意。
969 | 蘇培盛 | （養心殿，夜） | 皇上，敬事房的人來了。
969 | 皇帝 | （翻了欣貴人的綠頭牌） （養心殿，夜） | 朕有些日子沒見欣貴人了。
970 | 太監 | （文鴛喜迎，卻發現皇帝去了欣貴人房裡） （儲秀宮，夜） | 皇上駕到！
970 | 欣貴人 | （儲秀宮，夜） | 臣妾恭迎皇上。
970 | 皇帝 | （儲秀宮，夜） | 起來吧。
970 | 皇帝 | （欣貴人房中。文鴛：別追我，別過來……） | 什麼聲音？
970 | 欣貴人 | （欣貴人房中。文鴛：別追我，別過來……） | 老聲音了。
970 | 皇帝 | （文鴛：來人哪， 好害怕呀！） | 祺嬪又夢魘了？
970 | 皇帝 | （景泰：皇上，祺嬪夢魘了，請您過去瞧瞧） | 那朕過去瞅瞅？
970 | 欣貴人 | （景泰：皇上，祺嬪夢魘了，請您過去瞧瞧） | 那皇上你還會回來嗎？
970 | 皇帝 | （景泰：皇上，祺嬪夢魘了，請您過去瞧瞧） | 朕今兒翻的是你的牌子，自然會回來。
970 | 文鴛 | （文鴛房中） | 皇上，臣妾方才夢魘醒了，心慌得厲害，您替臣妾揉一揉好不好？
970 | 皇帝 | （文鴛房中） | 你瞧你，老是夢魘，也不找個太醫好好瞧瞧。
970 | 文鴛 | （文鴛房中） | 臣妾找太醫看了，太醫說宮裡陰氣重，所以臣妾夢魘不寧。
970 | 皇帝 | （文鴛房中） | 陰氣重？那宮裡就只剩朕陽氣重了。
970 | 文鴛 | （文鴛房中） | 可不是，皇上是真龍天子，您的陽氣最盛，什麼東西都壓得住。皇上，您聽聽臣妾心慌不慌？
970 | 丫鬟 | （欣貴人房中） | 小主怎麼不攔著呀？皇上這一走肯定不回來，小半年皇上才來咱們這兒一回，回回都趕上祺嬪發夢魘。
970 | 欣貴人 | （欣貴人房中） | 就知道攔不住，以前又不是沒攔過，不都還是去了嗎？
971 | 甄嬛 | （永壽宮，小允子入，對甄嬛耳語） | 真的？
971 | 小允子 | （永壽宮，小允子入，對甄嬛耳語） | 是，欣貴人位分低一直不太得寵，祺嬪爭寵爭不過旁人，卻敢搶欣貴人的恩寵，每每皇帝宿在欣貴人那裡時，祺嬪便想盡法子把皇上請走。
971 | 甄嬛 | （永壽宮，小允子入，對甄嬛耳語） | 那皇后和敬妃也不管管嗎？
971 | 小允子 | （永壽宮，小允子入，對甄嬛耳語） | 敬妃娘娘空有個協理六宮的名義，內裡是什麼也說不上話，而皇后那兒左不過是兩個爭風吃醋的嬪妃鬧著，不痛不癢申斥兩句也就過了。
971 | 弘曆 | （永壽宮，小允子入，對甄嬛耳語） | 蠢貨。
971 | 甄嬛 | （永壽宮，小允子入，對甄嬛耳語） | 什麼？
971 | 弘曆 | （永壽宮，小允子入，對甄嬛耳語） | 兒子恭喜額娘，那個蠢貨是替額娘在宮中立威鋪路呢。
971 | 甄嬛 | （永壽宮，小允子入，對甄嬛耳語） | 小允子，祺嬪既然說夢魘，那本宮就賞一壺糙米薏仁湯給她。
971 | 弘曆 | （永壽宮，小允子入，對甄嬛耳語） | 記得要拿五個海碗那麼大的壺，祺嬪的夢魘要緊，也不必煮熟了，滾了就拿過去吧。
971 | 甄嬛 | （永壽宮，小允子入，對甄嬛耳語） | 想必皇上還在她那兒，你親自送去，當著皇上的面，她不敢不喝。
971 | 小允子 | （永壽宮，小允子入，對甄嬛耳語） | 奴才明白。
971 | 弘曆 | （永壽宮，小允子入，對甄嬛耳語） | 對，就讓她好好地喝一壺，不準喝不完。
